,irradiance_w_m2
2025-03-21 15:41:10.647918,240.92410149281378
2025-03-21 15:42:10.647918,239.81404661422587
2025-03-21 15:43:10.647918,238.6994260218745
2025-03-21 15:44:10.647918,237.58026093652944
2025-03-21 15:45:10.647918,236.45657266548122
2025-03-21 15:46:10.647918,545.0188361330961
2025-03-21 15:47:10.647918,674.4878264818218
2025-03-21 15:48:10.647918,233.05858310029214
2025-03-21 15:49:10.647918,231.91701687550807
2025-03-21 15:50:10.647918,230.77103528502437
2025-03-21 15:51:10.647918,229.62066014667764
2025-03-21 15:52:10.647918,238.37643702579908
2025-03-21 15:53:10.647918,227.30681691556453
2025-03-21 15:54:10.647918,291.0828167535951
2025-03-21 15:55:10.647918,224.97566339028867
2025-03-21 15:56:10.647918,223.8036506932049
2025-03-21 15:57:10.647918,260.9224696844414
2025-03-21 15:58:10.647918,221.44686499688052
2025-03-21 15:59:10.647918,220.26213686744333
2025-03-21 16:00:10.647918,219.07321526442075
2025-03-21 16:01:10.647918,391.3055994213924
2025-03-21 16:02:10.647918,216.68288225844213
2025-03-21 16:03:10.647918,305.97819479109444
2025-03-21 16:04:10.647918,214.27604801205712
2025-03-21 16:05:10.647918,213.06650015305243
2025-03-21 16:06:10.647918,228.86988205796138
2025-03-21 16:07:10.647918,210.63525810321673
2025-03-21 16:08:10.647918,367.2097767342971
2025-03-21 16:09:10.647918,208.18797536296947
2025-03-21 16:10:10.647918,221.30979144483712
2025-03-21 16:11:10.647918,225.17422266374925
2025-03-21 16:12:10.647918,209.98088187054998
2025-03-21 16:13:10.647918,203.24603449882923
2025-03-21 16:14:10.647918,368.9991953757126
2025-03-21 16:15:10.647918,200.75175272286612
2025-03-21 16:16:10.647918,199.49886690870636
2025-03-21 16:17:10.647918,408.4422026931883
2025-03-21 16:18:10.647918,474.73215084877137
2025-03-21 16:19:10.647918,195.7175162147617
2025-03-21 16:20:10.647918,194.44958155686086
2025-03-21 16:21:10.647918,281.7611856160747
2025-03-21 16:22:10.647918,348.47957072532233
2025-03-21 16:23:10.647918,190.62366225525955
2025-03-21 16:24:10.647918,189.34106497879773
2025-03-21 16:25:10.647918,188.0548629213886
2025-03-21 16:26:10.647918,186.76508057046408
2025-03-21 16:27:10.647918,185.4717424816216
2025-03-21 16:28:10.647918,184.17487327815456
2025-03-21 16:29:10.647918,189.27153441627257
2025-03-21 16:30:10.647918,255.00360085091535
2025-03-21 16:31:10.647918,180.26332621851918
2025-03-21 16:32:10.647918,178.95258012696823
2025-03-21 16:33:10.647918,177.63842703624627
2025-03-21 16:34:10.647918,176.3208919659344
2025-03-21 16:35:10.647918,175.0
2025-03-21 16:36:10.647918,173.67577628632267
2025-03-21 16:37:10.647918,172.34824603621365
2025-03-21 16:38:10.647918,216.1437431748363
2025-03-21 16:39:10.647918,169.68336708621828
2025-03-21 16:40:10.647918,280.5241613442501
2025-03-21 16:41:10.647918,167.00556609086289
2025-03-21 16:42:10.647918,165.6618835146955
2025-03-21 16:43:10.647918,256.8668195943796
2025-03-21 16:44:10.647918,162.9650821137889
2025-03-21 16:45:10.647918,161.61201463226215
2025-03-21 16:46:10.647918,160.25587029093495
2025-03-21 16:47:10.647918,158.89667490884128
2025-03-21 16:48:10.647918,287.7432679587088
2025-03-21 16:49:10.647918,156.1692345884331
2025-03-21 16:50:10.647918,164.49111052218035
2025-03-21 16:51:10.647918,153.42990137617736
2025-03-21 16:52:10.647918,152.05584009154603
2025-03-21 16:53:10.647918,150.67888388290316
2025-03-21 16:54:10.647918,149.29905896551062
2025-03-21 16:55:10.647918,172.6793100992311
2025-03-21 16:56:10.647918,146.53090813809965
2025-03-21 16:57:10.647918,145.14263492968385
2025-03-21 16:58:10.647918,143.75159841471705
2025-03-21 16:59:10.647918,142.35782507652985
2025-03-21 17:00:10.647918,140.9613414505582
2025-03-21 17:01:10.647918,229.15249602192364
2025-03-21 17:02:10.647918,138.1603497344939
2025-03-21 17:03:10.647918,136.75589497124597
2025-03-21 17:04:10.647918,141.85689439210162
2025-03-21 17:05:10.647918,333.85197325004407
2025-03-21 17:06:10.647918,132.5270160733517
2025-03-21 17:07:10.647918,131.11230769556914
2025-03-21 17:08:10.647918,129.69510312844298
2025-03-21 17:09:10.647918,128.27542935350414
2025-03-21 17:10:10.647918,126.85331339929549
2025-03-21 17:11:10.647918,148.10892068685783
2025-03-21 17:12:10.647918,213.54010643968547
2025-03-21 17:13:10.647918,122.57258344081349
2025-03-21 17:14:10.647918,121.1409699771228
2025-03-21 17:15:10.647918,119.7070501639841
2025-03-21 17:16:10.647918,80.61846070517022
2025-03-21 17:17:10.647918,133.91247582313818
2025-03-21 17:18:10.647918,148.66492976597914
2025-03-21 17:19:10.647918,113.94885406000466
2025-03-21 17:20:10.647918,112.50381285610676
2025-03-21 17:21:10.647918,223.33999993937462
2025-03-21 17:22:10.647918,190.53786951458446
2025-03-21 17:23:10.647918,108.1559480312318
2025-03-21 17:24:10.647918,106.70250465980375
2025-03-21 17:25:10.647918,31.574108947948794
2025-03-21 17:26:10.647918,31.136865372434997
2025-03-21 17:27:10.647918,30.699028995887346
2025-03-21 17:28:10.647918,30.26060815407948
2025-03-21 17:29:10.647918,33.59919872757251
2025-03-21 17:30:10.647918,29.382046473254146
2025-03-21 17:31:10.647918,28.941922360785014
2025-03-21 17:32:10.647918,28.501247235832828
2025-03-21 17:33:10.647918,93.5334316273898
2025-03-21 17:34:10.647918,92.06092506029148
2025-03-21 17:35:10.647918,99.8710024013523
2025-03-21 17:36:10.647918,89.11068187193455
2025-03-21 17:37:10.647918,87.63300141905476
2025-03-21 17:38:10.647918,86.15365256014765
2025-03-21 17:39:10.647918,84.67266345988357
2025-03-21 17:40:10.647918,83.19006231416084
2025-03-21 17:41:10.647918,93.68488253741705
2025-03-21 17:42:10.647918,126.76003859062429
2025-03-21 17:43:10.647918,78.73286902035298
2025-03-21 17:44:10.647918,77.24410225752541
2025-03-21 17:45:10.647918,75.7538648783358
2025-03-21 17:46:10.647918,104.69003802949109
2025-03-21 17:47:10.647918,105.84298025195464
2025-03-21 17:48:10.647918,71.2746128990619
2025-03-21 17:49:10.647918,77.89638035887069
2025-03-21 17:50:10.647918,68.28161270564486
2025-03-21 17:51:10.647918,152.45650238259867
2025-03-21 17:52:10.647918,195.85023780917183
2025-03-21 17:53:10.647918,63.78243392225156
2025-03-21 17:54:10.647918,65.07157397074825
2025-03-21 17:55:10.647918,60.776862183425756
2025-03-21 17:56:10.647918,59.27232634715855
2025-03-21 17:57:10.647918,74.88708876535912
2025-03-21 17:58:10.647918,83.35481061014204
2025-03-21 17:59:10.647918,54.752062764080705
2025-03-21 18:00:10.647918,81.06949008777983
2025-03-21 18:01:10.647918,63.573021744635774
2025-03-21 18:02:10.647918,50.22241769691263
2025-03-21 18:03:10.647918,48.71058533602318
2025-03-21 18:04:10.647918,56.40549836245464
2025-03-21 18:05:10.647918,70.06256167551463
2025-03-21 18:06:10.647918,44.16963919754067
2025-03-21 18:07:10.647918,42.65427019180166
2025-03-21 18:08:10.647918,41.138089110243
2025-03-21 18:09:10.647918,39.621124818767576
2025-03-21 18:10:10.647918,38.10340619818761
2025-03-21 18:11:10.647918,36.58496214367851
2025-03-21 18:12:10.647918,35.06582156422691
2025-03-21 18:13:10.647918,33.546013382078385
2025-03-21 18:14:10.647918,32.02556653219123
2025-03-21 18:15:10.647918,30.504509961680537
2025-03-21 18:16:10.647918,28.98287262927148
2025-03-21 18:17:10.647918,27.4606835047461
2025-03-21 18:18:10.647918,25.93797156838988
2025-03-21 18:19:10.647918,24.41476581044379
2025-03-21 18:20:10.647918,22.891095230550416
2025-03-21 18:21:10.647918,26.81366082233035
2025-03-21 18:22:10.647918,37.51630438924958
2025-03-21 18:23:10.647918,18.317584685030656
2025-03-21 18:24:10.647918,25.295200867241373
2025-03-21 18:25:10.647918,18.46303504441358
2025-03-21 18:26:10.647918,13.740935515674305
2025-03-21 18:27:10.647918,12.214823845875415
2025-03-21 18:28:10.647918,10.68847962343779
2025-03-21 18:29:10.647918,9.161931907755868
2025-03-21 18:30:10.647918,7.6352097620964425
2025-03-21 18:31:10.647918,6.108342253049064
2025-03-21 18:32:10.647918,4.581358449970794
2025-03-21 18:33:10.647918,3.054287424430901
2025-03-21 18:34:10.647918,1.5271582496611082
2025-03-21 18:35:10.647918,2.205299177229499e-13
2025-03-21 18:36:10.647918,0.0
2025-03-21 18:37:10.647918,0.0
2025-03-21 18:38:10.647918,0.0
2025-03-21 18:39:10.647918,0.0
2025-03-21 18:40:10.647918,0.0
2025-03-21 18:41:10.647918,0.0
2025-03-21 18:42:10.647918,0.0
2025-03-21 18:43:10.647918,0.0
2025-03-21 18:44:10.647918,0.0
2025-03-21 18:45:10.647918,0.0
2025-03-21 18:46:10.647918,0.0
2025-03-21 18:47:10.647918,0.0
2025-03-21 18:48:10.647918,0.0
2025-03-21 18:49:10.647918,0.0
2025-03-21 18:50:10.647918,0.0
2025-03-21 18:51:10.647918,0.0
2025-03-21 18:52:10.647918,0.0
2025-03-21 18:53:10.647918,0.0
2025-03-21 18:54:10.647918,0.0
2025-03-21 18:55:10.647918,0.0
2025-03-21 18:56:10.647918,0.0
2025-03-21 18:57:10.647918,0.0
2025-03-21 18:58:10.647918,0.0
2025-03-21 18:59:10.647918,0.0
2025-03-21 19:00:10.647918,0.0
2025-03-21 19:01:10.647918,0.0
2025-03-21 19:02:10.647918,0.0
2025-03-21 19:03:10.647918,0.0
2025-03-21 19:04:10.647918,0.0
2025-03-21 19:05:10.647918,0.0
2025-03-21 19:06:10.647918,0.0
2025-03-21 19:07:10.647918,0.0
2025-03-21 19:08:10.647918,0.0
2025-03-21 19:09:10.647918,0.0
2025-03-21 19:10:10.647918,0.0
2025-03-21 19:11:10.647918,0.0
2025-03-21 19:12:10.647918,0.0
2025-03-21 19:13:10.647918,0.0
2025-03-21 19:14:10.647918,0.0
2025-03-21 19:15:10.647918,0.0
2025-03-21 19:16:10.647918,0.0
2025-03-21 19:17:10.647918,0.0
2025-03-21 19:18:10.647918,0.0
2025-03-21 19:19:10.647918,0.0
2025-03-21 19:20:10.647918,0.0
2025-03-21 19:21:10.647918,0.0
2025-03-21 19:22:10.647918,0.0
2025-03-21 19:23:10.647918,0.0
2025-03-21 19:24:10.647918,0.0
2025-03-21 19:25:10.647918,0.0
2025-03-21 19:26:10.647918,0.0
2025-03-21 19:27:10.647918,0.0
2025-03-21 19:28:10.647918,0.0
2025-03-21 19:29:10.647918,0.0
2025-03-21 19:30:10.647918,0.0
2025-03-21 19:31:10.647918,0.0
2025-03-21 19:32:10.647918,0.0
2025-03-21 19:33:10.647918,0.0
2025-03-21 19:34:10.647918,0.0
2025-03-21 19:35:10.647918,0.0
2025-03-21 19:36:10.647918,0.0
2025-03-21 19:37:10.647918,0.0
2025-03-21 19:38:10.647918,0.0
2025-03-21 19:39:10.647918,0.0
2025-03-21 19:40:10.647918,0.0
2025-03-21 19:41:10.647918,0.0
2025-03-21 19:42:10.647918,0.0
2025-03-21 19:43:10.647918,0.0
2025-03-21 19:44:10.647918,0.0
2025-03-21 19:45:10.647918,0.0
2025-03-21 19:46:10.647918,0.0
2025-03-21 19:47:10.647918,0.0
2025-03-21 19:48:10.647918,0.0
2025-03-21 19:49:10.647918,0.0
2025-03-21 19:50:10.647918,0.0
2025-03-21 19:51:10.647918,0.0
2025-03-21 19:52:10.647918,0.0
2025-03-21 19:53:10.647918,0.0
2025-03-21 19:54:10.647918,0.0
2025-03-21 19:55:10.647918,0.0
2025-03-21 19:56:10.647918,0.0
2025-03-21 19:57:10.647918,0.0
2025-03-21 19:58:10.647918,0.0
2025-03-21 19:59:10.647918,0.0
2025-03-21 20:00:10.647918,0.0
2025-03-21 20:01:10.647918,0.0
2025-03-21 20:02:10.647918,0.0
2025-03-21 20:03:10.647918,0.0
2025-03-21 20:04:10.647918,0.0
2025-03-21 20:05:10.647918,0.0
2025-03-21 20:06:10.647918,0.0
2025-03-21 20:07:10.647918,0.0
2025-03-21 20:08:10.647918,0.0
2025-03-21 20:09:10.647918,0.0
2025-03-21 20:10:10.647918,0.0
2025-03-21 20:11:10.647918,0.0
2025-03-21 20:12:10.647918,0.0
2025-03-21 20:13:10.647918,0.0
2025-03-21 20:14:10.647918,0.0
2025-03-21 20:15:10.647918,0.0
2025-03-21 20:16:10.647918,0.0
2025-03-21 20:17:10.647918,0.0
2025-03-21 20:18:10.647918,0.0
2025-03-21 20:19:10.647918,0.0
2025-03-21 20:20:10.647918,0.0
2025-03-21 20:21:10.647918,0.0
2025-03-21 20:22:10.647918,0.0
2025-03-21 20:23:10.647918,0.0
2025-03-21 20:24:10.647918,0.0
2025-03-21 20:25:10.647918,0.0
2025-03-21 20:26:10.647918,0.0
2025-03-21 20:27:10.647918,0.0
2025-03-21 20:28:10.647918,0.0
2025-03-21 20:29:10.647918,0.0
2025-03-21 20:30:10.647918,0.0
2025-03-21 20:31:10.647918,0.0
2025-03-21 20:32:10.647918,0.0
2025-03-21 20:33:10.647918,0.0
2025-03-21 20:34:10.647918,0.0
2025-03-21 20:35:10.647918,0.0
2025-03-21 20:36:10.647918,0.0
2025-03-21 20:37:10.647918,0.0
2025-03-21 20:38:10.647918,0.0
2025-03-21 20:39:10.647918,0.0
2025-03-21 20:40:10.647918,0.0
2025-03-21 20:41:10.647918,0.0
2025-03-21 20:42:10.647918,0.0
2025-03-21 20:43:10.647918,0.0
2025-03-21 20:44:10.647918,0.0
2025-03-21 20:45:10.647918,0.0
2025-03-21 20:46:10.647918,0.0
2025-03-21 20:47:10.647918,0.0
2025-03-21 20:48:10.647918,0.0
2025-03-21 20:49:10.647918,0.0
2025-03-21 20:50:10.647918,0.0
2025-03-21 20:51:10.647918,0.0
2025-03-21 20:52:10.647918,0.0
2025-03-21 20:53:10.647918,0.0
2025-03-21 20:54:10.647918,0.0
2025-03-21 20:55:10.647918,0.0
2025-03-21 20:56:10.647918,0.0
2025-03-21 20:57:10.647918,0.0
2025-03-21 20:58:10.647918,0.0
2025-03-21 20:59:10.647918,0.0
2025-03-21 21:00:10.647918,0.0
2025-03-21 21:01:10.647918,0.0
2025-03-21 21:02:10.647918,0.0
2025-03-21 21:03:10.647918,0.0
2025-03-21 21:04:10.647918,0.0
2025-03-21 21:05:10.647918,0.0
2025-03-21 21:06:10.647918,0.0
2025-03-21 21:07:10.647918,0.0
2025-03-21 21:08:10.647918,0.0
2025-03-21 21:09:10.647918,0.0
2025-03-21 21:10:10.647918,0.0
2025-03-21 21:11:10.647918,0.0
2025-03-21 21:12:10.647918,0.0
2025-03-21 21:13:10.647918,0.0
2025-03-21 21:14:10.647918,0.0
2025-03-21 21:15:10.647918,0.0
2025-03-21 21:16:10.647918,0.0
2025-03-21 21:17:10.647918,0.0
2025-03-21 21:18:10.647918,0.0
2025-03-21 21:19:10.647918,0.0
2025-03-21 21:20:10.647918,0.0
2025-03-21 21:21:10.647918,0.0
2025-03-21 21:22:10.647918,0.0
2025-03-21 21:23:10.647918,0.0
2025-03-21 21:24:10.647918,0.0
2025-03-21 21:25:10.647918,0.0
2025-03-21 21:26:10.647918,0.0
2025-03-21 21:27:10.647918,0.0
2025-03-21 21:28:10.647918,0.0
2025-03-21 21:29:10.647918,0.0
2025-03-21 21:30:10.647918,0.0
2025-03-21 21:31:10.647918,0.0
2025-03-21 21:32:10.647918,0.0
2025-03-21 21:33:10.647918,0.0
2025-03-21 21:34:10.647918,0.0
2025-03-21 21:35:10.647918,0.0
2025-03-21 21:36:10.647918,0.0
2025-03-21 21:37:10.647918,0.0
2025-03-21 21:38:10.647918,0.0
2025-03-21 21:39:10.647918,0.0
2025-03-21 21:40:10.647918,0.0
2025-03-21 21:41:10.647918,0.0
2025-03-21 21:42:10.647918,0.0
2025-03-21 21:43:10.647918,0.0
2025-03-21 21:44:10.647918,0.0
2025-03-21 21:45:10.647918,0.0
2025-03-21 21:46:10.647918,0.0
2025-03-21 21:47:10.647918,0.0
2025-03-21 21:48:10.647918,0.0
2025-03-21 21:49:10.647918,0.0
2025-03-21 21:50:10.647918,0.0
2025-03-21 21:51:10.647918,0.0
2025-03-21 21:52:10.647918,0.0
2025-03-21 21:53:10.647918,0.0
2025-03-21 21:54:10.647918,0.0
2025-03-21 21:55:10.647918,0.0
2025-03-21 21:56:10.647918,0.0
2025-03-21 21:57:10.647918,0.0
2025-03-21 21:58:10.647918,0.0
2025-03-21 21:59:10.647918,0.0
2025-03-21 22:00:10.647918,0.0
2025-03-21 22:01:10.647918,0.0
2025-03-21 22:02:10.647918,0.0
2025-03-21 22:03:10.647918,0.0
2025-03-21 22:04:10.647918,0.0
2025-03-21 22:05:10.647918,0.0
2025-03-21 22:06:10.647918,0.0
2025-03-21 22:07:10.647918,0.0
2025-03-21 22:08:10.647918,0.0
2025-03-21 22:09:10.647918,0.0
2025-03-21 22:10:10.647918,0.0
2025-03-21 22:11:10.647918,0.0
2025-03-21 22:12:10.647918,0.0
2025-03-21 22:13:10.647918,0.0
2025-03-21 22:14:10.647918,0.0
2025-03-21 22:15:10.647918,0.0
2025-03-21 22:16:10.647918,0.0
2025-03-21 22:17:10.647918,0.0
2025-03-21 22:18:10.647918,0.0
2025-03-21 22:19:10.647918,0.0
2025-03-21 22:20:10.647918,0.0
2025-03-21 22:21:10.647918,0.0
2025-03-21 22:22:10.647918,0.0
2025-03-21 22:23:10.647918,0.0
2025-03-21 22:24:10.647918,0.0
2025-03-21 22:25:10.647918,0.0
2025-03-21 22:26:10.647918,0.0
2025-03-21 22:27:10.647918,0.0
2025-03-21 22:28:10.647918,0.0
2025-03-21 22:29:10.647918,0.0
2025-03-21 22:30:10.647918,0.0
2025-03-21 22:31:10.647918,0.0
2025-03-21 22:32:10.647918,0.0
2025-03-21 22:33:10.647918,0.0
2025-03-21 22:34:10.647918,0.0
2025-03-21 22:35:10.647918,0.0
2025-03-21 22:36:10.647918,0.0
2025-03-21 22:37:10.647918,0.0
2025-03-21 22:38:10.647918,0.0
2025-03-21 22:39:10.647918,0.0
2025-03-21 22:40:10.647918,0.0
2025-03-21 22:41:10.647918,0.0
2025-03-21 22:42:10.647918,0.0
2025-03-21 22:43:10.647918,0.0
2025-03-21 22:44:10.647918,0.0
2025-03-21 22:45:10.647918,0.0
2025-03-21 22:46:10.647918,0.0
2025-03-21 22:47:10.647918,0.0
2025-03-21 22:48:10.647918,0.0
2025-03-21 22:49:10.647918,0.0
2025-03-21 22:50:10.647918,0.0
2025-03-21 22:51:10.647918,0.0
2025-03-21 22:52:10.647918,0.0
2025-03-21 22:53:10.647918,0.0
2025-03-21 22:54:10.647918,0.0
2025-03-21 22:55:10.647918,0.0
2025-03-21 22:56:10.647918,0.0
2025-03-21 22:57:10.647918,0.0
2025-03-21 22:58:10.647918,0.0
2025-03-21 22:59:10.647918,0.0
2025-03-21 23:00:10.647918,0.0
2025-03-21 23:01:10.647918,0.0
2025-03-21 23:02:10.647918,0.0
2025-03-21 23:03:10.647918,0.0
2025-03-21 23:04:10.647918,0.0
2025-03-21 23:05:10.647918,0.0
2025-03-21 23:06:10.647918,0.0
2025-03-21 23:07:10.647918,0.0
2025-03-21 23:08:10.647918,0.0
2025-03-21 23:09:10.647918,0.0
2025-03-21 23:10:10.647918,0.0
2025-03-21 23:11:10.647918,0.0
2025-03-21 23:12:10.647918,0.0
2025-03-21 23:13:10.647918,0.0
2025-03-21 23:14:10.647918,0.0
2025-03-21 23:15:10.647918,0.0
2025-03-21 23:16:10.647918,0.0
2025-03-21 23:17:10.647918,0.0
2025-03-21 23:18:10.647918,0.0
2025-03-21 23:19:10.647918,0.0
2025-03-21 23:20:10.647918,0.0
2025-03-21 23:21:10.647918,0.0
2025-03-21 23:22:10.647918,0.0
2025-03-21 23:23:10.647918,0.0
2025-03-21 23:24:10.647918,0.0
2025-03-21 23:25:10.647918,0.0
2025-03-21 23:26:10.647918,0.0
2025-03-21 23:27:10.647918,0.0
2025-03-21 23:28:10.647918,0.0
2025-03-21 23:29:10.647918,0.0
2025-03-21 23:30:10.647918,0.0
2025-03-21 23:31:10.647918,0.0
2025-03-21 23:32:10.647918,0.0
2025-03-21 23:33:10.647918,0.0
2025-03-21 23:34:10.647918,0.0
2025-03-21 23:35:10.647918,0.0
2025-03-21 23:36:10.647918,0.0
2025-03-21 23:37:10.647918,0.0
2025-03-21 23:38:10.647918,0.0
2025-03-21 23:39:10.647918,0.0
2025-03-21 23:40:10.647918,0.0
2025-03-21 23:41:10.647918,0.0
2025-03-21 23:42:10.647918,0.0
2025-03-21 23:43:10.647918,0.0
2025-03-21 23:44:10.647918,0.0
2025-03-21 23:45:10.647918,0.0
2025-03-21 23:46:10.647918,0.0
2025-03-21 23:47:10.647918,0.0
2025-03-21 23:48:10.647918,0.0
2025-03-21 23:49:10.647918,0.0
2025-03-21 23:50:10.647918,0.0
2025-03-21 23:51:10.647918,0.0
2025-03-21 23:52:10.647918,0.0
2025-03-21 23:53:10.647918,0.0
2025-03-21 23:54:10.647918,0.0
2025-03-21 23:55:10.647918,0.0
2025-03-21 23:56:10.647918,0.0
2025-03-21 23:57:10.647918,0.0
2025-03-21 23:58:10.647918,0.0
2025-03-21 23:59:10.647918,0.0
2025-03-22 00:00:10.647918,0.0
2025-03-22 00:01:10.647918,0.0
2025-03-22 00:02:10.647918,0.0
2025-03-22 00:03:10.647918,0.0
2025-03-22 00:04:10.647918,0.0
2025-03-22 00:05:10.647918,0.0
2025-03-22 00:06:10.647918,0.0
2025-03-22 00:07:10.647918,0.0
2025-03-22 00:08:10.647918,0.0
2025-03-22 00:09:10.647918,0.0
2025-03-22 00:10:10.647918,0.0
2025-03-22 00:11:10.647918,0.0
2025-03-22 00:12:10.647918,0.0
2025-03-22 00:13:10.647918,0.0
2025-03-22 00:14:10.647918,0.0
2025-03-22 00:15:10.647918,0.0
2025-03-22 00:16:10.647918,0.0
2025-03-22 00:17:10.647918,0.0
2025-03-22 00:18:10.647918,0.0
2025-03-22 00:19:10.647918,0.0
2025-03-22 00:20:10.647918,0.0
2025-03-22 00:21:10.647918,0.0
2025-03-22 00:22:10.647918,0.0
2025-03-22 00:23:10.647918,0.0
2025-03-22 00:24:10.647918,0.0
2025-03-22 00:25:10.647918,0.0
2025-03-22 00:26:10.647918,0.0
2025-03-22 00:27:10.647918,0.0
2025-03-22 00:28:10.647918,0.0
2025-03-22 00:29:10.647918,0.0
2025-03-22 00:30:10.647918,0.0
2025-03-22 00:31:10.647918,0.0
2025-03-22 00:32:10.647918,0.0
2025-03-22 00:33:10.647918,0.0
2025-03-22 00:34:10.647918,0.0
2025-03-22 00:35:10.647918,0.0
2025-03-22 00:36:10.647918,0.0
2025-03-22 00:37:10.647918,0.0
2025-03-22 00:38:10.647918,0.0
2025-03-22 00:39:10.647918,0.0
2025-03-22 00:40:10.647918,0.0
2025-03-22 00:41:10.647918,0.0
2025-03-22 00:42:10.647918,0.0
2025-03-22 00:43:10.647918,0.0
2025-03-22 00:44:10.647918,0.0
2025-03-22 00:45:10.647918,0.0
2025-03-22 00:46:10.647918,0.0
2025-03-22 00:47:10.647918,0.0
2025-03-22 00:48:10.647918,0.0
2025-03-22 00:49:10.647918,0.0
2025-03-22 00:50:10.647918,0.0
2025-03-22 00:51:10.647918,0.0
2025-03-22 00:52:10.647918,0.0
2025-03-22 00:53:10.647918,0.0
2025-03-22 00:54:10.647918,0.0
2025-03-22 00:55:10.647918,0.0
2025-03-22 00:56:10.647918,0.0
2025-03-22 00:57:10.647918,0.0
2025-03-22 00:58:10.647918,0.0
2025-03-22 00:59:10.647918,0.0
2025-03-22 01:00:10.647918,0.0
2025-03-22 01:01:10.647918,0.0
2025-03-22 01:02:10.647918,0.0
2025-03-22 01:03:10.647918,0.0
2025-03-22 01:04:10.647918,0.0
2025-03-22 01:05:10.647918,0.0
2025-03-22 01:06:10.647918,0.0
2025-03-22 01:07:10.647918,0.0
2025-03-22 01:08:10.647918,0.0
2025-03-22 01:09:10.647918,0.0
2025-03-22 01:10:10.647918,0.0
2025-03-22 01:11:10.647918,0.0
2025-03-22 01:12:10.647918,0.0
2025-03-22 01:13:10.647918,0.0
2025-03-22 01:14:10.647918,0.0
2025-03-22 01:15:10.647918,0.0
2025-03-22 01:16:10.647918,0.0
2025-03-22 01:17:10.647918,0.0
2025-03-22 01:18:10.647918,0.0
2025-03-22 01:19:10.647918,0.0
2025-03-22 01:20:10.647918,0.0
2025-03-22 01:21:10.647918,0.0
2025-03-22 01:22:10.647918,0.0
2025-03-22 01:23:10.647918,0.0
2025-03-22 01:24:10.647918,0.0
2025-03-22 01:25:10.647918,0.0
2025-03-22 01:26:10.647918,0.0
2025-03-22 01:27:10.647918,0.0
2025-03-22 01:28:10.647918,0.0
2025-03-22 01:29:10.647918,0.0
2025-03-22 01:30:10.647918,0.0
2025-03-22 01:31:10.647918,0.0
2025-03-22 01:32:10.647918,0.0
2025-03-22 01:33:10.647918,0.0
2025-03-22 01:34:10.647918,0.0
2025-03-22 01:35:10.647918,0.0
2025-03-22 01:36:10.647918,0.0
2025-03-22 01:37:10.647918,0.0
2025-03-22 01:38:10.647918,0.0
2025-03-22 01:39:10.647918,0.0
2025-03-22 01:40:10.647918,0.0
2025-03-22 01:41:10.647918,0.0
2025-03-22 01:42:10.647918,0.0
2025-03-22 01:43:10.647918,0.0
2025-03-22 01:44:10.647918,0.0
2025-03-22 01:45:10.647918,0.0
2025-03-22 01:46:10.647918,0.0
2025-03-22 01:47:10.647918,0.0
2025-03-22 01:48:10.647918,0.0
2025-03-22 01:49:10.647918,0.0
2025-03-22 01:50:10.647918,0.0
2025-03-22 01:51:10.647918,0.0
2025-03-22 01:52:10.647918,0.0
2025-03-22 01:53:10.647918,0.0
2025-03-22 01:54:10.647918,0.0
2025-03-22 01:55:10.647918,0.0
2025-03-22 01:56:10.647918,0.0
2025-03-22 01:57:10.647918,0.0
2025-03-22 01:58:10.647918,0.0
2025-03-22 01:59:10.647918,0.0
2025-03-22 02:00:10.647918,0.0
2025-03-22 02:01:10.647918,0.0
2025-03-22 02:02:10.647918,0.0
2025-03-22 02:03:10.647918,0.0
2025-03-22 02:04:10.647918,0.0
2025-03-22 02:05:10.647918,0.0
2025-03-22 02:06:10.647918,0.0
2025-03-22 02:07:10.647918,0.0
2025-03-22 02:08:10.647918,0.0
2025-03-22 02:09:10.647918,0.0
2025-03-22 02:10:10.647918,0.0
2025-03-22 02:11:10.647918,0.0
2025-03-22 02:12:10.647918,0.0
2025-03-22 02:13:10.647918,0.0
2025-03-22 02:14:10.647918,0.0
2025-03-22 02:15:10.647918,0.0
2025-03-22 02:16:10.647918,0.0
2025-03-22 02:17:10.647918,0.0
2025-03-22 02:18:10.647918,0.0
2025-03-22 02:19:10.647918,0.0
2025-03-22 02:20:10.647918,0.0
2025-03-22 02:21:10.647918,0.0
2025-03-22 02:22:10.647918,0.0
2025-03-22 02:23:10.647918,0.0
2025-03-22 02:24:10.647918,0.0
2025-03-22 02:25:10.647918,0.0
2025-03-22 02:26:10.647918,0.0
2025-03-22 02:27:10.647918,0.0
2025-03-22 02:28:10.647918,0.0
2025-03-22 02:29:10.647918,0.0
2025-03-22 02:30:10.647918,0.0
2025-03-22 02:31:10.647918,0.0
2025-03-22 02:32:10.647918,0.0
2025-03-22 02:33:10.647918,0.0
2025-03-22 02:34:10.647918,0.0
2025-03-22 02:35:10.647918,0.0
2025-03-22 02:36:10.647918,0.0
2025-03-22 02:37:10.647918,0.0
2025-03-22 02:38:10.647918,0.0
2025-03-22 02:39:10.647918,0.0
2025-03-22 02:40:10.647918,0.0
2025-03-22 02:41:10.647918,0.0
2025-03-22 02:42:10.647918,0.0
2025-03-22 02:43:10.647918,0.0
2025-03-22 02:44:10.647918,0.0
